,Chromosome,Start,End,Threshold,Sequence_id
5761,chr1,28770,28782,50,KY417149.1
5762,chr1,29588,29606,50,KY417149.1
5763,chr1,107,123,150,KY417149.1
5764,chr1,586,602,150,KY417149.1
5765,chr1,873,896,150,KY417149.1
5766,chr1,1152,1170,150,KY417149.1
5767,chr1,1256,1268,150,KY417149.1
5768,chr1,1901,1922,150,KY417149.1
5769,chr1,3100,3118,150,KY417149.1
5770,chr1,3682,3703,150,KY417149.1
5771,chr1,4571,4593,150,KY417149.1
5772,chr1,5548,5570,150,KY417149.1
5773,chr1,7441,7461,150,KY417149.1
5774,chr1,7691,7703,150,KY417149.1
5775,chr1,12340,12360,150,KY417149.1
5776,chr1,13085,13101,150,KY417149.1
5777,chr1,13432,13448,150,KY417149.1
5778,chr1,13884,13898,150,KY417149.1
5779,chr1,13904,13920,150,KY417149.1
5780,chr1,14503,14519,150,KY417149.1
5781,chr1,15336,15356,150,KY417149.1
5782,chr1,15880,15894,150,KY417149.1
5783,chr1,17163,17191,150,KY417149.1
5784,chr1,18211,18227,150,KY417149.1
5785,chr1,18765,18779,150,KY417149.1
5786,chr1,21878,21896,150,KY417149.1
5787,chr1,22870,22882,150,KY417149.1
5788,chr1,25673,25685,150,KY417149.1
5789,chr1,26186,26206,150,KY417149.1
5790,chr1,26661,26675,150,KY417149.1
5791,chr1,26908,26920,150,KY417149.1
5792,chr1,590,602,300,KY417149.1
5793,chr1,873,895,300,KY417149.1
5794,chr1,1152,1170,300,KY417149.1
5795,chr1,1902,1921,300,KY417149.1
5796,chr1,3100,3118,300,KY417149.1
5797,chr1,3682,3702,300,KY417149.1
5798,chr1,5548,5564,300,KY417149.1
5799,chr1,7443,7461,300,KY417149.1
5800,chr1,12344,12360,300,KY417149.1
5801,chr1,13085,13101,300,KY417149.1
5802,chr1,13904,13920,300,KY417149.1
5803,chr1,15336,15356,300,KY417149.1
5804,chr1,17163,17191,300,KY417149.1
5805,chr1,26186,26206,300,KY417149.1
5806,chr1,107,125,50,KY417150.1
5807,chr1,236,252,50,KY417150.1
5808,chr1,294,310,50,KY417150.1
5809,chr1,337,353,50,KY417150.1
5810,chr1,383,400,50,KY417150.1
5811,chr1,584,604,50,KY417150.1
5812,chr1,873,896,50,KY417150.1
5813,chr1,1150,1172,50,KY417150.1
5814,chr1,1252,1269,50,KY417150.1
5815,chr1,1515,1533,50,KY417150.1
5816,chr1,1900,1923,50,KY417150.1
5817,chr1,2421,2433,50,KY417150.1
5818,chr1,2558,2578,50,KY417150.1
5819,chr1,3098,3120,50,KY417150.1
5820,chr1,3319,3333,50,KY417150.1
5821,chr1,3412,3424,50,KY417150.1
5822,chr1,3680,3704,50,KY417150.1
5823,chr1,4569,4594,50,KY417150.1
5824,chr1,5293,5311,50,KY417150.1
5825,chr1,5327,5343,50,KY417150.1
5826,chr1,5546,5570,50,KY417150.1
5827,chr1,5652,5672,50,KY417150.1
5828,chr1,7440,7463,50,KY417150.1
5829,chr1,7681,7703,50,KY417150.1
5830,chr1,8255,8275,50,KY417150.1
5831,chr1,9154,9166,50,KY417150.1
5832,chr1,9303,9315,50,KY417150.1
5833,chr1,10487,10507,50,KY417150.1
5834,chr1,10770,10782,50,KY417150.1
5835,chr1,11056,11070,50,KY417150.1
5836,chr1,11083,11103,50,KY417150.1
5837,chr1,11470,11484,50,KY417150.1
5838,chr1,11792,11806,50,KY417150.1
5839,chr1,11955,11967,50,KY417150.1
5840,chr1,12340,12362,50,KY417150.1
5841,chr1,12456,12481,50,KY417150.1
5842,chr1,12645,12665,50,KY417150.1
5843,chr1,13083,13105,50,KY417150.1
5844,chr1,13368,13389,50,KY417150.1
5845,chr1,13431,13450,50,KY417150.1
5846,chr1,13881,13899,50,KY417150.1
5847,chr1,13902,13923,50,KY417150.1
5848,chr1,14501,14519,50,KY417150.1
5849,chr1,15336,15358,50,KY417150.1
5850,chr1,15518,15536,50,KY417150.1
5851,chr1,15603,15622,50,KY417150.1
5852,chr1,15843,15860,50,KY417150.1
5853,chr1,15880,15894,50,KY417150.1
5854,chr1,16136,16164,50,KY417150.1
5855,chr1,16213,16228,50,KY417150.1
5856,chr1,16873,16885,50,KY417150.1
5857,chr1,17161,17192,50,KY417150.1
5858,chr1,17385,17403,50,KY417150.1
5859,chr1,18030,18048,50,KY417150.1
5860,chr1,18185,18203,50,KY417150.1
5861,chr1,18209,18231,50,KY417150.1
5862,chr1,18525,18537,50,KY417150.1
5863,chr1,18753,18779,50,KY417150.1
5864,chr1,18827,18843,50,KY417150.1
5865,chr1,20415,20429,50,KY417150.1
5866,chr1,20853,20871,50,KY417150.1
5867,chr1,21926,21942,50,KY417150.1
5868,chr1,23346,23361,50,KY417150.1
5869,chr1,23761,23781,50,KY417150.1
5870,chr1,23981,24002,50,KY417150.1
5871,chr1,24631,24645,50,KY417150.1
5872,chr1,25167,25187,50,KY417150.1
5873,chr1,25707,25730,50,KY417150.1
5874,chr1,26074,26092,50,KY417150.1
5875,chr1,26225,26248,50,KY417150.1
5876,chr1,26288,26308,50,KY417150.1
5877,chr1,26701,26717,50,KY417150.1
5878,chr1,26833,26858,50,KY417150.1
5879,chr1,26946,26962,50,KY417150.1
5880,chr1,27532,27544,50,KY417150.1
5881,chr1,28340,28356,50,KY417150.1
5882,chr1,29117,29136,50,KY417150.1
5883,chr1,29334,29346,50,KY417150.1
5884,chr1,30152,30170,50,KY417150.1
5885,chr1,107,123,150,KY417150.1
5886,chr1,586,602,150,KY417150.1
5887,chr1,873,895,150,KY417150.1
5888,chr1,1152,1170,150,KY417150.1
5889,chr1,1256,1268,150,KY417150.1
5890,chr1,1901,1922,150,KY417150.1
5891,chr1,3100,3118,150,KY417150.1
5892,chr1,3682,3703,150,KY417150.1
5893,chr1,4571,4593,150,KY417150.1
5894,chr1,5548,5566,150,KY417150.1
5895,chr1,7441,7461,150,KY417150.1
5896,chr1,7691,7703,150,KY417150.1
5897,chr1,12340,12360,150,KY417150.1
5898,chr1,12461,12479,150,KY417150.1
5899,chr1,13085,13101,150,KY417150.1
5900,chr1,13432,13448,150,KY417150.1
5901,chr1,13884,13898,150,KY417150.1
5902,chr1,13904,13920,150,KY417150.1
5903,chr1,14503,14519,150,KY417150.1
5904,chr1,15336,15356,150,KY417150.1
5905,chr1,15604,15622,150,KY417150.1
5906,chr1,17163,17191,150,KY417150.1
5907,chr1,18211,18227,150,KY417150.1
5908,chr1,18765,18779,150,KY417150.1
5909,chr1,23349,23361,150,KY417150.1
5910,chr1,25715,25727,150,KY417150.1
5911,chr1,26228,26248,150,KY417150.1
5912,chr1,26835,26849,150,KY417150.1
5913,chr1,26950,26962,150,KY417150.1
5914,chr1,590,602,300,KY417150.1
5915,chr1,873,895,300,KY417150.1
5916,chr1,1152,1170,300,KY417150.1
5917,chr1,1902,1921,300,KY417150.1
5918,chr1,3100,3118,300,KY417150.1
5919,chr1,3682,3702,300,KY417150.1
5920,chr1,5548,5564,300,KY417150.1
5921,chr1,7443,7461,300,KY417150.1
5922,chr1,12344,12360,300,KY417150.1
5923,chr1,12463,12479,300,KY417150.1
5924,chr1,13085,13101,300,KY417150.1
5925,chr1,13904,13920,300,KY417150.1
5926,chr1,15340,15356,300,KY417150.1
5927,chr1,17163,17191,300,KY417150.1
5928,chr1,23349,23361,300,KY417150.1
5929,chr1,26228,26248,300,KY417150.1
5930,chr1,107,125,50,KY417151.1
5931,chr1,236,252,50,KY417151.1
5932,chr1,294,310,50,KY417151.1
5933,chr1,337,353,50,KY417151.1
5934,chr1,383,400,50,KY417151.1
5935,chr1,574,604,50,KY417151.1
5936,chr1,873,897,50,KY417151.1
5937,chr1,1152,1170,50,KY417151.1
5938,chr1,1252,1269,50,KY417151.1
5939,chr1,1330,1346,50,KY417151.1
5940,chr1,1490,1506,50,KY417151.1
5941,chr1,1515,1533,50,KY417151.1
5942,chr1,1900,1923,50,KY417151.1
5943,chr1,2421,2433,50,KY417151.1
5944,chr1,3098,3120,50,KY417151.1
5945,chr1,3319,3333,50,KY417151.1
5946,chr1,3412,3424,50,KY417151.1
5947,chr1,3680,3704,50,KY417151.1
5948,chr1,4569,4594,50,KY417151.1
5949,chr1,5293,5311,50,KY417151.1
5950,chr1,5327,5343,50,KY417151.1
5951,chr1,5546,5570,50,KY417151.1
5952,chr1,5656,5670,50,KY417151.1
5953,chr1,7440,7463,50,KY417151.1
5954,chr1,7691,7703,50,KY417151.1
5955,chr1,8255,8275,50,KY417151.1
5956,chr1,9303,9315,50,KY417151.1
5957,chr1,10487,10507,50,KY417151.1
5958,chr1,10770,10782,50,KY417151.1
5959,chr1,11056,11070,50,KY417151.1
5960,chr1,11083,11103,50,KY417151.1
5961,chr1,11470,11484,50,KY417151.1
5962,chr1,11792,11806,50,KY417151.1
5963,chr1,11955,11967,50,KY417151.1
5964,chr1,12340,12362,50,KY417151.1
5965,chr1,12462,12479,50,KY417151.1
5966,chr1,13083,13105,50,KY417151.1
5967,chr1,13368,13389,50,KY417151.1
5968,chr1,13431,13450,50,KY417151.1
5969,chr1,13881,13899,50,KY417151.1
5970,chr1,13904,13923,50,KY417151.1
5971,chr1,14501,14519,50,KY417151.1
5972,chr1,14947,14967,50,KY417151.1
5973,chr1,15336,15358,50,KY417151.1
5974,chr1,15518,15536,50,KY417151.1
5975,chr1,15843,15860,50,KY417151.1
5976,chr1,15880,15894,50,KY417151.1
5977,chr1,16136,16158,50,KY417151.1
5978,chr1,16447,16464,50,KY417151.1
5979,chr1,16873,16885,50,KY417151.1
5980,chr1,17161,17188,50,KY417151.1
5981,chr1,17379,17402,50,KY417151.1
5982,chr1,18030,18048,50,KY417151.1
5983,chr1,18209,18231,50,KY417151.1
5984,chr1,18519,18538,50,KY417151.1
5985,chr1,18761,18779,50,KY417151.1
5986,chr1,18827,18843,50,KY417151.1
5987,chr1,18978,18998,50,KY417151.1
5988,chr1,20415,20429,50,KY417151.1
5989,chr1,21566,21582,50,KY417151.1
5990,chr1,23351,23363,50,KY417151.1
5991,chr1,23763,23783,50,KY417151.1
5992,chr1,23983,24004,50,KY417151.1
5993,chr1,24629,24647,50,KY417151.1
5994,chr1,25169,25189,50,KY417151.1
5995,chr1,25709,25732,50,KY417151.1
5996,chr1,26076,26094,50,KY417151.1
5997,chr1,26227,26250,50,KY417151.1
5998,chr1,26288,26310,50,KY417151.1
5999,chr1,26703,26719,50,KY417151.1
6000,chr1,26835,26860,50,KY417151.1
6001,chr1,26948,26964,50,KY417151.1
6002,chr1,27534,27546,50,KY417151.1
6003,chr1,28342,28358,50,KY417151.1
6004,chr1,28455,28478,50,KY417151.1
6005,chr1,29119,29138,50,KY417151.1
6006,chr1,29336,29348,50,KY417151.1
6007,chr1,30154,30172,50,KY417151.1
6008,chr1,107,123,150,KY417151.1
6009,chr1,586,602,150,KY417151.1
6010,chr1,873,896,150,KY417151.1
6011,chr1,1152,1170,150,KY417151.1
6012,chr1,1256,1268,150,KY417151.1
6013,chr1,1901,1922,150,KY417151.1
6014,chr1,3100,3118,150,KY417151.1
6015,chr1,3682,3703,150,KY417151.1
6016,chr1,4571,4593,150,KY417151.1
6017,chr1,5548,5566,150,KY417151.1
6018,chr1,7441,7461,150,KY417151.1
6019,chr1,12340,12360,150,KY417151.1
6020,chr1,13085,13101,150,KY417151.1
6021,chr1,13432,13448,150,KY417151.1
6022,chr1,13884,13898,150,KY417151.1
6023,chr1,13904,13920,150,KY417151.1
6024,chr1,14505,14519,150,KY417151.1
6025,chr1,15336,15356,150,KY417151.1
6026,chr1,17161,17187,150,KY417151.1
6027,chr1,17381,17401,150,KY417151.1
6028,chr1,18211,18227,150,KY417151.1
6029,chr1,18765,18779,150,KY417151.1
6030,chr1,24635,24647,150,KY417151.1
6031,chr1,25717,25729,150,KY417151.1
6032,chr1,26230,26250,150,KY417151.1
6033,chr1,26837,26851,150,KY417151.1
6034,chr1,26952,26964,150,KY417151.1
6035,chr1,28456,28478,150,KY417151.1
6036,chr1,590,602,300,KY417151.1
6037,chr1,873,895,300,KY417151.1
6038,chr1,1156,1168,300,KY417151.1
6039,chr1,1902,1921,300,KY417151.1
6040,chr1,3100,3118,300,KY417151.1
6041,chr1,3682,3702,300,KY417151.1
6042,chr1,5548,5564,300,KY417151.1
6043,chr1,7443,7461,300,KY417151.1
6044,chr1,12344,12360,300,KY417151.1
6045,chr1,13085,13101,300,KY417151.1
6046,chr1,13904,13920,300,KY417151.1
6047,chr1,15340,15356,300,KY417151.1
6048,chr1,17163,17187,300,KY417151.1
6049,chr1,17381,17401,300,KY417151.1
6050,chr1,26230,26250,300,KY417151.1
6051,chr1,28458,28476,300,KY417151.1
6052,chr1,107,125,50,KY417152.1
6053,chr1,240,252,50,KY417152.1
6054,chr1,294,310,50,KY417152.1
6055,chr1,337,353,50,KY417152.1
6056,chr1,383,400,50,KY417152.1
6057,chr1,574,604,50,KY417152.1
6058,chr1,873,896,50,KY417152.1
6059,chr1,1150,1172,50,KY417152.1
6060,chr1,1252,1269,50,KY417152.1
6061,chr1,1330,1346,50,KY417152.1
6062,chr1,1515,1533,50,KY417152.1
6063,chr1,1900,1923,50,KY417152.1
6064,chr1,2421,2433,50,KY417152.1
6065,chr1,3098,3120,50,KY417152.1
6066,chr1,3319,3333,50,KY417152.1
6067,chr1,3412,3424,50,KY417152.1
6068,chr1,3680,3704,50,KY417152.1
6069,chr1,4569,4594,50,KY417152.1
6070,chr1,5293,5311,50,KY417152.1
6071,chr1,5546,5570,50,KY417152.1
6072,chr1,7440,7463,50,KY417152.1
6073,chr1,7691,7703,50,KY417152.1
6074,chr1,8255,8275,50,KY417152.1
6075,chr1,9303,9315,50,KY417152.1
6076,chr1,10487,10507,50,KY417152.1
6077,chr1,10770,10782,50,KY417152.1
6078,chr1,11056,11070,50,KY417152.1
6079,chr1,11083,11103,50,KY417152.1
6080,chr1,11470,11484,50,KY417152.1
6081,chr1,11792,11806,50,KY417152.1
6082,chr1,11955,11967,50,KY417152.1
6083,chr1,12340,12362,50,KY417152.1
6084,chr1,12462,12479,50,KY417152.1
6085,chr1,13083,13105,50,KY417152.1
6086,chr1,13368,13389,50,KY417152.1
6087,chr1,13431,13450,50,KY417152.1
6088,chr1,13881,13899,50,KY417152.1
6089,chr1,13902,13923,50,KY417152.1
6090,chr1,14501,14519,50,KY417152.1
6091,chr1,14947,14967,50,KY417152.1
6092,chr1,15336,15358,50,KY417152.1
6093,chr1,15843,15860,50,KY417152.1
6094,chr1,15880,15894,50,KY417152.1
6095,chr1,16136,16158,50,KY417152.1
6096,chr1,16447,16464,50,KY417152.1
6097,chr1,16873,16885,50,KY417152.1
6098,chr1,17161,17188,50,KY417152.1
6099,chr1,17379,17402,50,KY417152.1
6100,chr1,18030,18048,50,KY417152.1
6101,chr1,18209,18231,50,KY417152.1
6102,chr1,18519,18538,50,KY417152.1
6103,chr1,18761,18779,50,KY417152.1
6104,chr1,18827,18843,50,KY417152.1
6105,chr1,18978,18998,50,KY417152.1
6106,chr1,20415,20429,50,KY417152.1
6107,chr1,21566,21582,50,KY417152.1
6108,chr1,23351,23363,50,KY417152.1
6109,chr1,23763,23783,50,KY417152.1
6110,chr1,23983,24004,50,KY417152.1
6111,chr1,24629,24647,50,KY417152.1
6112,chr1,25169,25189,50,KY417152.1
6113,chr1,26076,26094,50,KY417152.1
6114,chr1,26227,26250,50,KY417152.1
6115,chr1,26288,26310,50,KY417152.1
6116,chr1,26703,26719,50,KY417152.1
6117,chr1,26948,26964,50,KY417152.1
6118,chr1,27816,27837,50,KY417152.1
6119,chr1,28597,28616,50,KY417152.1
6120,chr1,28814,28826,50,KY417152.1
6121,chr1,29632,29650,50,KY417152.1
6122,chr1,107,123,150,KY417152.1
6123,chr1,586,602,150,KY417152.1
6124,chr1,873,895,150,KY417152.1
6125,chr1,1152,1170,150,KY417152.1
6126,chr1,1256,1268,150,KY417152.1
6127,chr1,1901,1922,150,KY417152.1
6128,chr1,3100,3118,150,KY417152.1
6129,chr1,3682,3703,150,KY417152.1
6130,chr1,4571,4593,150,KY417152.1
6131,chr1,5548,5566,150,KY417152.1
6132,chr1,7441,7461,150,KY417152.1
6133,chr1,7691,7703,150,KY417152.1
6134,chr1,12340,12360,150,KY417152.1
6135,chr1,13085,13101,150,KY417152.1
6136,chr1,13432,13448,150,KY417152.1
6137,chr1,13884,13898,150,KY417152.1
6138,chr1,13904,13920,150,KY417152.1
6139,chr1,14503,14519,150,KY417152.1
6140,chr1,15336,15356,150,KY417152.1
6141,chr1,17161,17187,150,KY417152.1
6142,chr1,17381,17401,150,KY417152.1
6143,chr1,18211,18227,150,KY417152.1
6144,chr1,18765,18779,150,KY417152.1
6145,chr1,24635,24647,150,KY417152.1
6146,chr1,26230,26250,150,KY417152.1
6147,chr1,26952,26964,150,KY417152.1
6148,chr1,27822,27836,150,KY417152.1
6149,chr1,590,602,300,KY417152.1
6150,chr1,873,895,300,KY417152.1
6151,chr1,1152,1170,300,KY417152.1
6152,chr1,1902,1921,300,KY417152.1
6153,chr1,3100,3118,300,KY417152.1
6154,chr1,3682,3702,300,KY417152.1
6155,chr1,5548,5564,300,KY417152.1
6156,chr1,7443,7461,300,KY417152.1
6157,chr1,12344,12360,300,KY417152.1
6158,chr1,13085,13101,300,KY417152.1
6159,chr1,13904,13920,300,KY417152.1
6160,chr1,15340,15356,300,KY417152.1
6161,chr1,17163,17187,300,KY417152.1
6162,chr1,17381,17401,300,KY417152.1
6163,chr1,26230,26250,300,KY417152.1
6164,chr1,110,128,50,MG772933.1
6165,chr1,236,252,50,MG772933.1
6166,chr1,337,354,50,MG772933.1
6167,chr1,797,817,50,MG772933.1
6168,chr1,958,974,50,MG772933.1
6169,chr1,1902,1923,50,MG772933.1
6170,chr1,1936,1948,50,MG772933.1
6171,chr1,4381,4402,50,MG772933.1
6172,chr1,4607,4619,50,MG772933.1
6173,chr1,4982,5002,50,MG772933.1
6174,chr1,5557,5575,50,MG772933.1
6175,chr1,5593,5609,50,MG772933.1
6176,chr1,5674,5693,50,MG772933.1
6177,chr1,7441,7453,50,MG772933.1
6178,chr1,8328,8346,50,MG772933.1
6179,chr1,8352,8364,50,MG772933.1
6180,chr1,8980,8998,50,MG772933.1
6181,chr1,9096,9112,50,MG772933.1
6182,chr1,10342,10363,50,MG772933.1
6183,chr1,10827,10839,50,MG772933.1
6184,chr1,10975,10998,50,MG772933.1
6185,chr1,12008,12024,50,MG772933.1
6186,chr1,12397,12417,50,MG772933.1
6187,chr1,13140,13162,50,MG772933.1
6188,chr1,13425,13446,50,MG772933.1
6189,chr1,13488,13507,50,MG772933.1
6190,chr1,13937,13981,50,MG772933.1
6191,chr1,14004,14020,50,MG772933.1
6192,chr1,14536,14552,50,MG772933.1
6193,chr1,15393,15413,50,MG772933.1
6194,chr1,15904,15916,50,MG772933.1
6195,chr1,15937,15951,50,MG772933.1
6196,chr1,16198,16215,50,MG772933.1
6197,chr1,16222,16246,50,MG772933.1
6198,chr1,16502,16522,50,MG772933.1
6199,chr1,17118,17136,50,MG772933.1
6200,chr1,17220,17248,50,MG772933.1
6201,chr1,17437,17458,50,MG772933.1
6202,chr1,17715,17737,50,MG772933.1
6203,chr1,18086,18105,50,MG772933.1
6204,chr1,18266,18288,50,MG772933.1
6205,chr1,18582,18594,50,MG772933.1
6206,chr1,18653,18674,50,MG772933.1
6207,chr1,18884,18900,50,MG772933.1
6208,chr1,18939,18959,50,MG772933.1
6209,chr1,19291,19307,50,MG772933.1
6210,chr1,19877,19899,50,MG772933.1
6211,chr1,20447,20463,50,MG772933.1
6212,chr1,20468,20486,50,MG772933.1
6213,chr1,20610,20624,50,MG772933.1
6214,chr1,20849,20869,50,MG772933.1
6215,chr1,21308,21326,50,MG772933.1
6216,chr1,22579,22599,50,MG772933.1
6217,chr1,22711,22731,50,MG772933.1
6218,chr1,22942,22954,50,MG772933.1
6219,chr1,24478,24492,50,MG772933.1
6220,chr1,24552,24568,50,MG772933.1
6221,chr1,24763,24775,50,MG772933.1
6222,chr1,26106,26124,50,MG772933.1
6223,chr1,26257,26280,50,MG772933.1
6224,chr1,26731,26753,50,MG772933.1
6225,chr1,27520,27542,50,MG772933.1
6226,chr1,28206,28222,50,MG772933.1
6227,chr1,28612,28630,50,MG772933.1
6228,chr1,29638,29656,50,MG772933.1
6229,chr1,110,126,150,MG772933.1
6230,chr1,339,353,150,MG772933.1
6231,chr1,801,817,150,MG772933.1
6232,chr1,4382,4401,150,MG772933.1
6233,chr1,4988,5000,150,MG772933.1
6234,chr1,10977,10993,150,MG772933.1
6235,chr1,13142,13158,150,MG772933.1
6236,chr1,13489,13505,150,MG772933.1
6237,chr1,13939,13959,150,MG772933.1
6238,chr1,13961,13981,150,MG772933.1
6239,chr1,16224,16245,150,MG772933.1
6240,chr1,16504,16522,150,MG772933.1
6241,chr1,17221,17247,150,MG772933.1
6242,chr1,18087,18104,150,MG772933.1
6243,chr1,18268,18284,150,MG772933.1
6244,chr1,18655,18669,150,MG772933.1
6245,chr1,20851,20869,150,MG772933.1
6246,chr1,21312,21326,150,MG772933.1
6247,chr1,22942,22954,150,MG772933.1
6248,chr1,26260,26280,150,MG772933.1
6249,chr1,26732,26752,150,MG772933.1
6250,chr1,4383,4401,300,MG772933.1
6251,chr1,10977,10993,300,MG772933.1
6252,chr1,13142,13158,300,MG772933.1
6253,chr1,13939,13956,300,MG772933.1
6254,chr1,13961,13981,300,MG772933.1
6255,chr1,16225,16245,300,MG772933.1
6256,chr1,16506,16522,300,MG772933.1
6257,chr1,17222,17247,300,MG772933.1
6258,chr1,26260,26280,300,MG772933.1
6259,chr1,26737,26749,300,MG772933.1
6260,chr1,110,128,50,MG772934.1
6261,chr1,236,252,50,MG772934.1
6262,chr1,294,310,50,MG772934.1
6263,chr1,337,354,50,MG772934.1
6264,chr1,795,817,50,MG772934.1
6265,chr1,1888,1906,50,MG772934.1
6266,chr1,1930,1951,50,MG772934.1
6267,chr1,2253,2271,50,MG772934.1
6268,chr1,4315,4336,50,MG772934.1
6269,chr1,4541,4553,50,MG772934.1
6270,chr1,4566,4578,50,MG772934.1
6271,chr1,5491,5509,50,MG772934.1
6272,chr1,5527,5543,50,MG772934.1
6273,chr1,7375,7387,50,MG772934.1
6274,chr1,8262,8298,50,MG772934.1
6275,chr1,10276,10297,50,MG772934.1
6276,chr1,10761,10773,50,MG772934.1
6277,chr1,10909,10932,50,MG772934.1
6278,chr1,11783,11797,50,MG772934.1
6279,chr1,12331,12351,50,MG772934.1
6280,chr1,13074,13096,50,MG772934.1
6281,chr1,13359,13380,50,MG772934.1
6282,chr1,13871,13915,50,MG772934.1
6283,chr1,13938,13964,50,MG772934.1
6284,chr1,13965,13981,50,MG772934.1
6285,chr1,14449,14461,50,MG772934.1
6286,chr1,14470,14486,50,MG772934.1
6287,chr1,15327,15347,50,MG772934.1
6288,chr1,15509,15527,50,MG772934.1
6289,chr1,15838,15850,50,MG772934.1
6290,chr1,15871,15885,50,MG772934.1
6291,chr1,16132,16179,50,MG772934.1
6292,chr1,16436,16456,50,MG772934.1
6293,chr1,16713,16725,50,MG772934.1
6294,chr1,17154,17182,50,MG772934.1
6295,chr1,17371,17392,50,MG772934.1
6296,chr1,18021,18039,50,MG772934.1
6297,chr1,18200,18225,50,MG772934.1
6298,chr1,18510,18529,50,MG772934.1
6299,chr1,18587,18608,50,MG772934.1
6300,chr1,18872,18894,50,MG772934.1
6301,chr1,19815,19833,50,MG772934.1
6302,chr1,20381,20397,50,MG772934.1
6303,chr1,20402,20420,50,MG772934.1
6304,chr1,20544,20558,50,MG772934.1
6305,chr1,20578,20598,50,MG772934.1
6306,chr1,20791,20803,50,MG772934.1
6307,chr1,21242,21260,50,MG772934.1
6308,chr1,22510,22532,50,MG772934.1
6309,chr1,22642,22662,50,MG772934.1
6310,chr1,22873,22885,50,MG772934.1
6311,chr1,24409,24423,50,MG772934.1
6312,chr1,24483,24499,50,MG772934.1
6313,chr1,24694,24706,50,MG772934.1
6314,chr1,26037,26055,50,MG772934.1
6315,chr1,26188,26211,50,MG772934.1
6316,chr1,26662,26684,50,MG772934.1
6317,chr1,27451,27473,50,MG772934.1
6318,chr1,28137,28153,50,MG772934.1
6319,chr1,28543,28561,50,MG772934.1
6320,chr1,29568,29586,50,MG772934.1
6321,chr1,110,126,150,MG772934.1
6322,chr1,339,353,150,MG772934.1
6323,chr1,797,817,150,MG772934.1
6324,chr1,1936,1949,150,MG772934.1
6325,chr1,4316,4335,150,MG772934.1
6326,chr1,8284,8298,150,MG772934.1
6327,chr1,10911,10927,150,MG772934.1
6328,chr1,13076,13092,150,MG772934.1
6329,chr1,13359,13380,150,MG772934.1
6330,chr1,13873,13893,150,MG772934.1
6331,chr1,13895,13915,150,MG772934.1
6332,chr1,16156,16178,150,MG772934.1
6333,chr1,16438,16456,150,MG772934.1
6334,chr1,17155,17181,150,MG772934.1
6335,chr1,18202,18222,150,MG772934.1
6336,chr1,18589,18603,150,MG772934.1
6337,chr1,18873,18893,150,MG772934.1
6338,chr1,21246,21260,150,MG772934.1
6339,chr1,22514,22530,150,MG772934.1
6340,chr1,22873,22885,150,MG772934.1
6341,chr1,26191,26211,150,MG772934.1
6342,chr1,26663,26683,150,MG772934.1
6343,chr1,4317,4335,300,MG772934.1
6344,chr1,10911,10927,300,MG772934.1
6345,chr1,13076,13092,300,MG772934.1
6346,chr1,13362,13376,300,MG772934.1
6347,chr1,13873,13889,300,MG772934.1
6348,chr1,13895,13915,300,MG772934.1
6349,chr1,16157,16177,300,MG772934.1
6350,chr1,16440,16456,300,MG772934.1
6351,chr1,17156,17181,300,MG772934.1
6352,chr1,18202,18222,300,MG772934.1
6353,chr1,18875,18893,300,MG772934.1
6354,chr1,26191,26211,300,MG772934.1
6355,chr1,26668,26680,300,MG772934.1
6356,chr1,104,122,50,MK211374.1
6357,chr1,232,248,50,MK211374.1
6358,chr1,290,306,50,MK211374.1
6359,chr1,333,349,50,MK211374.1
6360,chr1,375,396,50,MK211374.1
6361,chr1,580,600,50,MK211374.1
6362,chr1,869,891,50,MK211374.1
6363,chr1,954,970,50,MK211374.1
6364,chr1,1148,1166,50,MK211374.1
6365,chr1,1248,1265,50,MK211374.1
6366,chr1,1511,1529,50,MK211374.1
6367,chr1,1621,1639,50,MK211374.1
6368,chr1,2798,2816,50,MK211374.1
6369,chr1,3300,3314,50,MK211374.1
6370,chr1,3393,3405,50,MK211374.1
6371,chr1,3660,3685,50,MK211374.1
6372,chr1,4329,4346,50,MK211374.1
6373,chr1,4534,4561,50,MK211374.1
6374,chr1,4670,4693,50,MK211374.1
6375,chr1,4892,4904,50,MK211374.1
6376,chr1,5224,5244,50,MK211374.1
6377,chr1,5290,5306,50,MK211374.1
6378,chr1,5509,5533,50,MK211374.1
6379,chr1,5701,5721,50,MK211374.1
6380,chr1,6627,6648,50,MK211374.1
6381,chr1,7371,7393,50,MK211374.1
6382,chr1,7407,7421,50,MK211374.1
6383,chr1,9266,9278,50,MK211374.1
6384,chr1,10450,10470,50,MK211374.1
6385,chr1,10526,10542,50,MK211374.1
6386,chr1,10733,10745,50,MK211374.1
6387,chr1,11019,11033,50,MK211374.1
6388,chr1,11046,11066,50,MK211374.1
6389,chr1,11433,11447,50,MK211374.1
6390,chr1,11756,11768,50,MK211374.1
6391,chr1,11918,11930,50,MK211374.1
6392,chr1,12303,12325,50,MK211374.1
6393,chr1,12425,12442,50,MK211374.1
6394,chr1,13044,13068,50,MK211374.1
6395,chr1,13331,13352,50,MK211374.1
6396,chr1,13394,13413,50,MK211374.1
6397,chr1,13840,13886,50,MK211374.1
6398,chr1,14910,14930,50,MK211374.1
6399,chr1,15298,15321,50,MK211374.1
6400,chr1,15806,15823,50,MK211374.1
6401,chr1,15843,15857,50,MK211374.1
